Company,GICS Sub-Industry, Industry (Exiobase) ,Environmental Intensity (Sales),Environmental Intensity (Op Inc), Total Environmental Cost , Working Capacity , Fish Production Capacity , Crop Production Capacity , Meat Production Capacity , Biodiversity , Abiotic Resources , Water production capacity (Drinking water & Irrigation Water) , Wood Production Capacity ,% Imputed,last_updated,id_code,country,actor_type,isin_id,race_to_zero_member,end_target,end_target_percentage_reduction,end_target_baseline_year,end_target_other,end_target_year,end_target_status,status_date,interim_target,end_target_text,interim_target_text,target_notes,source_url,gasses_coverage,territorial_emissions,consumption_emissions,international_aviation,international_shipping,scope_1,scope_2,scope_3,historical_emissions,coverage_notes,has_plan,plan_options,reporting_mechanism,equity,accountability,carbon_credit_offsets,carbon_credit_conditions,annual_revenue_billions
Discovery,Life & Health Insurance,"Insurance and pension funding, except compulsory social security (66)",-0.29%,-3.64%,"-11,650,601","-11,387,411","-2,579","-149,469","-34,759",-468,"-14,723","-61,119",-73,5%,5/11/22 20:07,COM-0838,USA,Company,US9344231041,No,Net zero,,,,2030,Declaration / pledge,2021,,"Goal: Achieve net zero (scopes 1 & 2) by 2030 with 100% renewable energy
• Progress: Discovery set this public goal in December 2021, and is working to begin to make progress against the goal. Discovery already prioritizes offsetting its emissions, and is identifying other ways to invest in renewable energy infrastructure. In December 2021, we also became a member of RE100 joining other leading businesses who are committed to 100% renewable energy across the globe. This commitment will strengthen our net zero approach by aligning our renewable energy generation and procurement strategy with RE100 criteria and addressing the importance of credible claims and regionality.",,,https://corporate.discovery.com/environmental-social-governance/our-planet/#ghg,Not Specified,,,,,Yes,Yes,Partial,No,"
Goal: Evaluate scope 3 emissions and identify opportunities for reduction
• Progress: Discovery has begun to tackle this goal in a few ways:
Collecting and reporting data associated with business travel and employee commuting, as part of the GHG inventory progress.
Joining sustainable production organizations – the Sustainable Production Alliance (SPA) in the U.S. and Albert in the UK. SPA is a consortium of the world’s leading film, television and streaming companies dedicated to accelerating the transformation of the entertainment business into a more sustainable industry. Albert is an organization dedicated to inspiring the media industry to create content that supports a vision for a sustainable future and help the industry to make positive contributions to the environment while eliminating waste and carbon emissions from their production.
Requiring UK commissions to use the Albert UK Carbon Calculator. Discovery UK also signed on to Albert UK’s Climate Content Pledge, a commitment by 12 of the UK’s biggest media brands to help audiences understand what tackling climate change might mean to them, as well as inspire and inform sustainable choices.
In follow-up to joining SPA, Discovery will also be developing and piloting a sustainable production handbook and corresponding processes with select U.S. productions.
Implementing a sustainable travel tool, which directs employees to lower carbon travel options.
",No,,No reporting mechanism,No,No,Yes,No conditions specified,11.1
Domino's Pizza,Restaurants,Other service activities (93),-0.68%,-2.37%,"-4,551,066","-4,356,492","-1,045","-57,912","-13,573",-185,-719,"-121,240",102,5%,3/16/22 16:17,COM-1721,USA,Company,US25754A2015,Yes,Net zero,,,,2050,Declaration / pledge,2021,Other,,,,https://biz.dominos.com/stewardship/environmental-footprint/,Not Specified,,,,,Yes,Yes,Yes,,,No,,,No,Not Specified,Not Specified,,3.7
Dongfeng Motor,Automobile Manufacturers,"Manufacture of motor vehicles, trailers and semi-trailers (34)",-6.47%,,"-939,203,797","-692,822,839","-158,461","-9,199,927","-2,136,392","-28,774","-500,679","-234,358,610","1,886",2%,10/13/21 16:14,COM-0917,CHN,Company,,No,No target,,,,,,,No target,,,,https://www.dfmc.com.cn/shehuizheren/shehuilvze/shehuizerenbaogao.html,Not Specified,,,,,Not Specified,Not Specified,Not Specified,No,,No,,Annual reporting,No,Not Specified,Not Specified,,14.6
Doosan Co,Construction Machinery & Heavy Trucks,"Manufacture of motor vehicles, trailers and semi-trailers (34)",-0.62%,-6.20%,"-43,739,193","-41,740,196","-10,530","-559,728","-127,859","-1,817","-26,652","-1,274,872","2,461",10%,10/20/21 18:51,COM-1426,KOR,Company,,No,No target,,,,,,,No target,,,,,Not Specified,,,,,,,,,,,,,,,,,16.1
Doosan Co,Industrial Conglomerates,Activities of membership organisation n.e.c. (91),-0.38%,-5.68%,"-60,633,267","-58,069,545","-13,514","-756,059","-175,877","-2,423","-160,169","-1,456,303",623,6%,10/20/21 18:51,COM-1426,KOR,Company,,No,No target,,,,,,,No target,,,,,Not Specified,,,,,,,,,,,,,,,,,16.1
DuPont,Specialty Chemicals,Chemicals nec,-10.69%,-83.87%,"-2,299,663,069","-1,647,891,156","-389,024","-21,797,164","-5,079,382","-69,621","-1,156,629","-623,313,222","33,130",1%,8/15/22 14:13,COM-0270,USA,Company,,No,Climate neutral,,,,2050,In corporate strategy,2021,Emissions reduction target,"Reduce greenhouse gas (GHGs) emissions 30% including sourcing 60% of electricity from renewable energy, and deliver carbon neutral operations by 2050 or sooner

",30 % GHG reduction by 2030 below 2019 levels,,https://www.dupont.com/about/sustainability/acting-on-climate.html.html,Carbon dioxide and other GHGs,,,,,Yes,Yes,No,No,,No,,Annual reporting,No,No,Not Specified,,20.4
EQUINIX,Specialized REITs ,"Financial intermediation, except insurance and pension funding (65)",-12.00%,-57.22%,"-667,434,586","-652,955,571","-150,076","-8,683,683","-2,035,743","-27,260","-4,783","-3,579,708","2,238",0%,7/21/22 9:26,COM-1052,USA,Company,US29444U7000,No,Carbon neutral(ity),,,,2030,Declaration / pledge,2021,Emissions reduction target,"First in data center industry to commit to reaching climate-neutral by 2030, backed by science-based target and sustainability innovation agenda

","As part of its science-based target, Equinix is aiming to reduce its Scope 1 and 2 emissions (direct and indirect from electricity) by 50% by 2030 against a 2019 baseline. ","To reach climate  neutrality by 2030 across it Scope 1 and 2 emissions, EQUINIX  will use carbon offsets and other technologies including biodiesel, green hydrogen, and low-carbon on-site generation technologies.

",https://www.equinix.co.uk/newsroom/press-releases/2021/06/equinix-sets-2030-global-climate-neutral-target,Carbon dioxide and other GHGs,,,,,Yes,Yes,Yes,No,,No,,Annual reporting,No,Not Specified,Yes,Must be high environmental integrity,5.5
East Japan Railway Co,Railroads,Transport via railways,-2.79%,-16.90%,"-755,155,097","-722,934,514","-188,836","-9,194,183","-2,149,199","-32,181","-68,203","-20,647,355","59,372",18%,9/20/22 15:45,COM-0614,JPN,Company,JP3783600004,No,Net zero,,,,2051,In corporate strategy,2020,Emissions reduction target,"'n May 2020, we formulated our new “Zero Carbon Challenge 2050” long-term environmental objectives. To enhance the environmental superiority of railways into the future and remain the transportation mode of choice, we will undertake the challenge of achieving net zero*1 CO2 emissions in railway operations by FY2051.' (p30, 2020 report)","Railway business CO2 emissions (t-CO2) 50% reduction (versus FY2014) (p67, 2021 report)","2020-21 report contains same target
20 https://www.jreast.co.jp/e/environment/pdf_2020/all.pdf
21 https://www.jreast.co.jp/e/environment/pdf_2021/all.pdf",https://www.jreast.co.jp/e/environment/pdf_2020/all.pdf,Not Specified,,,,,Not Specified,Not Specified,Not Specified,No,"Scope: 1-3 is reported, but unclear whether it is covered by net zero target",Yes,"Information on the emission reductions expected from these measures within a certain time period|Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)",Annual reporting,No,Not Specified,Not Specified,,18.6
Eastman Chemical,Specialty Chemicals,Petroleum Refinery,-23.60%,-175.80%,"-2,188,672,000","-1,937,457,191","-518,449","-25,374,487","-5,894,260","-86,217","-1,193,343","-218,294,529","146,475",3%,3/25/22 14:25,COM-1201,USA,Company,,No,Carbon neutral(ity),,,,2050,In corporate strategy,2020,Emissions reduction target,"""committing to carbon neutrality by 2050""","""Reduce our absolute greenhouse gas Scope 1 and 2 emissions by one-third by 2030 to achieve carbon neutrality by 2050""","""We achieved our 2020 greenhouse gas intensity goal of 20% reduction two years early. And we have reduced our absolute greenhouse gas emissions by approximately 10% since 2008""
""our corporate purpose and strategy of innovating for a sustainable future by mitigating climate change, mainstreaming circularity and caring for society. ""

https://www.eastman.com/Company/News_Center/2020/Pages/Eastman-takes-on-global-challenges.aspx",https://www.eastman.com/Company/Sustainability/Documents/Eastman-Sustainability-Report-2020.pdf,Carbon dioxide and other GHGs,,,,,Yes,Yes,Not Specified,No,"""For 2021, Eastman is committing to build on that expertise by developing a comprehensive understanding of our downstream Scope 3 footprint so that we can ultimately develop a strategy to reduce Scope 3 greenhouse gas emissions""

Interim target is not inclusive of scope 3 - not clear if it is included in 2050 target.",No,,Annual reporting,,Not Specified,Not Specified,,9.1
Eaton,Electrical Components & Equipment,"Manufacture of radio, television and communication equipment and apparatus (32)",-1.68%,-11.86%,"-358,729,400","-333,184,309","-80,974","-4,464,004","-1,035,279","-14,416","-31,434","-19,935,178","16,194",6%,8/25/22 15:36,COM-0254,IRL,Company,IE00B8KQN827,Yes,Carbon neutral(ity),,,,2030,In corporate strategy,2021,Emissions reduction target,"We are targeting carbon neutral scope 1 and 2 emissions by 2030.
Cutting carbon emissions from the company’s operations by at least 50 percent by 2030, positioning Eaton to achieve carbon neutrality at the same time. Eaton will also work with its customers and suppliers to reduce its indirect emissions by 15 percent.
source: cdp response https://www.eaton.com/us/en-us/company/sustainability/reports-disclosures.html
https://www.eaton.com/us/en-us/company/news-insights/news-releases/2020/eaton-commits-to-aggressive-science-based-targets-to-mitigate-ca.html
https://www.eaton.com/content/dam/eaton/company/sustainability/files/eaton-2030-sustainability-goals.pdf",Eaton commits to reduce absolute scope 1 and 2 GHG emissions 50% by 2030 from a 2018 base year. Eaton commits to reduce absolute scope 3 GHG emissions 15% by 2030 from a 2018 base year.,"Also: 15% reduction scope 3(upstream and downstream) from baseline 2018
Certify 100% of our manufacturing sites as zero waste-to-landfill at 2030.",https://www.eaton.com/content/dam/eaton/company/sustainability/files/eaton-sustainability-report.pdf,Carbon dioxide only,,,,,Yes,Yes,Partial,No,The net zero target is scope 1 and 2 a separate 2030 target for scope 3. '50 percent and reduce our indirect Scope 3 emissions by 15 percent by 2030'.,Yes,Information on the emission reductions expected from these measures within a certain time period,Annual reporting,Yes,No,Yes,No conditions specified,17.9
Ecolab,Specialty Chemicals,Chemicals nec,-1.72%,-11.57%,"-257,016,160","-227,389,730","-49,654","-3,286,221","-610,495","-9,331","-801,462","-24,891,408","22,143",21%,7/19/22 14:35,COM-0104,USA,Company,US2788651006,Yes,Net zero,,,,2050,In corporate strategy,2020,Emissions reduction target,"Ecolab will halve carbon emissions by 2030 and achieve net-zero carbon emissions by 2050, and will achieve 100% renewable electricity by 2030.","Ecolab will halve carbon emissions by 2030 and achieve net-zero carbon emissions by 2050, and will achieve 100% renewable electricity by 2030.","Ecolab has comitted to halving emissions by 2030, on its way to achieveing net-zero carbon emissions by 2050. This target as been decided by partnering with the UN Global Compact’s Business Ambition for 1.5ºC and using SBT.

https://en-uk.ecolab.com/-/media/Widen/Sustainability/Corporate-Sustainability-Report/2020/Ecolab-2020-Sustainability-Overview-Institutional_pdf.pdf",https://en-uk.ecolab.com/corporate-responsibility/2030-impact-goals,Carbon dioxide only,,,,,Yes,Yes,Yes,No,"Ecolab states it will cover Scope 1, 2, and 3 emissions prominently on its website. 

From the 2020 ESG overview. Available here: https://en-uk.ecolab.com/corporate-responsibility/sustainability-reporting-resources",No,,Annual reporting,No,Yes,Not Specified,,12.4
Ecopetrol,Integrated Oil & Gas,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-12.55%,-43.97%,"-2,701,950,278","-2,623,398,200","-968,380","-36,357,588","-7,540,071","-138,162","-4,116,284","-30,280,979","849,386",3%,10/30/22 20:43,COM-0649,COL,Company,COC04PA00016,No,Net zero,,,,2050,In corporate strategy,,Emissions reduction target,"'We announced our commitment to achieve net zero carbon emissions by 2050 (Scopes 1 and 2)' (p14, 2021)
nb also 'By 2050, Ecopetrol Group’s goal is to achieve net-zero emissions (Scope 1 and 2), additionally we will seek a 50% reduction of total emissions (Scope 1, 2 and 3).' (p16/17, 2020)","'As an intermediate goal, by 2030, Ecopetrol Group will seek to reduce its CO 2 e emissions by 25% (Scopes 1 and 2) compared to the baseline established in 2019.' (p14, 2021)","2020-21 reports have the same targets
20 https://drive.google.com/u/0/uc?id=1SQraGPn_Np8kKhdPTnsAR-bl-hUswULK&export=download
21 https://files.ecopetrol.com.co/web/esp/cargas/ecopetrol-rigs-2021-eng.pdf",https://www.ecopetrol.com.co/wps/portal/Home/en/?1dmy&page=detailNews&urile=wcm:path:/ecopetrol_wcm_library/as_en/news/noticias-2021/emissions-reduction,Carbon dioxide and other GHGs,,,,,Yes,Yes,Yes,No,"Gases: 'CO2 , CH4 , and N2 O' (p187, 2021)
Scope: 1-3 covered (p16/17, 2020)",Yes,"Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)",Annual reporting,No,Not Specified,Yes,Other conditions,24.2
Edison International,Electric Utilities,Production of electricity nec,-16.88%,-88.26%,"-2,083,734,825","-1,080,813,136","-199,373","-11,601,920","-2,631,579","-36,796","-1,867,138","-986,409,506","-175,377",20%,7/22/22 16:09,COM-0733,USA,Company,US2810201077,No,Net zero,,,,2045,In corporate strategy,2021,Emissions reduction target,"Climate commitment extended to net-zero GHG emissions across Scopes 1, 2 and 3 by 2045","""These goals include net-zero GHG emissions economy-wide by 2045 and net-negative emissions thereafter, along with a 40% reduction in statewide GHG emissions from 1990 levels by 2030 and 80% by 2050."" pg. 9","Edison International pledges to be net-zero in GHG emissions across all scopes by 2045, with an interim target of a 40% reduction in statewide GHG emissions from a 1990 baseline by 2030 (in California). ",https://www.edison.com/content/dam/eix/documents/sustainability/eix-2021-sustainability-report.pdf,Carbon dioxide and other GHGs,,,,,Yes,Yes,Yes,No,"Climate commitment extended to net-zero GHG emissions across Scopes 1, 2 and 3 by 2045",Yes,"Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)|Information on the emission reductions expected from these measures within a certain time period|Measures for all emission scopes that are covered by the target",Annual reporting,Yes,Not Specified,Yes,No conditions specified,13.6
